region,Acc,name,network,hemi,bankssts_left,bankssts_right,caudalanteriorcingulate_left,caudalanteriorcingulate_right,caudalmiddlefrontal_left,caudalmiddlefrontal_right,cuneus_left,cuneus_right,entorhinal_left,entorhinal_right,frontalpole_left,frontalpole_right,fusiform_left,fusiform_right,inferiorparietal_left,inferiorparietal_right,inferiortemporal_left,inferiortemporal_right,insula_left,insula_right,isthmuscingulate_left,isthmuscingulate_right,lateraloccipital_left,lateraloccipital_right,lateralorbitofrontal_left,lateralorbitofrontal_right,lingual_left,lingual_right,medialorbitofrontal_left,medialorbitofrontal_right,middletemporal_left,middletemporal_right,paracentral_left,paracentral_right,parahippocampal_left,parahippocampal_right,parsopercularis_left,parsopercularis_right,parsorbitalis_left,parsorbitalis_right,parstriangularis_left,parstriangularis_right,pericalcarine_left,pericalcarine_right,postcentral_left,postcentral_right,posteriorcingulate_left,posteriorcingulate_right,precentral_left,precentral_right,precuneus_left,precuneus_right,rostralanteriorcingulate_left,rostralanteriorcingulate_right,rostralmiddlefrontal_left,rostralmiddlefrontal_right,superiorfrontal_left,superiorfrontal_right,superiorparietal_left,superiorparietal_right,superiortemporal_left,superiortemporal_right,supramarginal_left,supramarginal_right,temporalpole_left,temporalpole_right,transversetemporal_left,transversetemporal_right
frontal pole,0.569864,frontalpole L,limbic,left,0.7440024217009585,0.775803826588073,0.8932513518463975,0.8990632297690874,0.9014410718961882,0.9245403656372143,0.5916445269756533,0.5936818503490622,0.9081123605915821,0.9154159420638845,1.0,0.9967050491709942,0.7267965053031663,0.7665372610658078,0.7033444815162594,0.7253097169288936,0.8378719334938107,0.886492796410851,0.9164768014568209,0.9231766282585578,0.8098538346060086,0.8197094495717981,0.592725445341188,0.570661717991648,0.9861170241719763,0.9874021018891832,0.6499646199602216,0.6529567072738974,0.9888478954517527,0.988720439530686,0.8556649739957753,0.8806043067210515,0.8216486647678063,0.8300490849334135,0.8151464522406787,0.8419198024081423,0.9290041038791634,0.9395942361427633,0.9827138496343817,0.988221382885826,0.9607204020414456,0.9708556473224558,0.58449408171418,0.5877107633486655,0.8165683556439683,0.8458015930917945,0.8543342937011675,0.8613424923608031,0.8568149688606006,0.8842694931876616,0.7309945380419012,0.732790194472362,0.9736006199121066,0.9734871440005721,0.9845893730979293,0.988151469744879,0.9537160837583748,0.9599841617010304,0.7090095890050954,0.709497128313936,0.857752649862201,0.8896679209904947,0.7711927932225663,0.7952067445275242,0.9538551392776846,0.971574899037004,0.8042035204959991,0.8283149724862766
frontal pole,0.578076,frontalpole R,limbic,right,0.7426729145891807,0.7742319403621283,0.8910398999968085,0.8969590812011538,0.8992273986339386,0.9230475920258968,0.5900605074463074,0.5918188742906734,0.9064791875446315,0.9141120824970581,0.9967050491709942,1.0,0.7255055319369736,0.7648933130348134,0.7013305876434649,0.723521292150441,0.8369161431639995,0.8855593466233772,0.9148427185787842,0.9220083012381879,0.8074770124182571,0.8172158235722321,0.5909657053202008,0.5689995814823205,0.9849345688835983,0.9878269808799301,0.6482751333720219,0.6513119445529402,0.9874072357649929,0.9882938911956223,0.8543210724292671,0.8797488957539641,0.8194854189378882,0.8278438903873003,0.8134112250360971,0.8400573409316456,0.9270557374418619,0.9388798569127899,0.9818282909715986,0.9884582263452112,0.9593630417684715,0.9707514355137712,0.5830419015711975,0.586219478338963,0.814390838891537,0.8443435977704601,0.851880097144717,0.8589548099451816,0.8546259201887785,0.8827069962744474,0.7286913443268286,0.7305478201016193,0.971950224401148,0.9720457232680733,0.9829917081914348,0.9882706256636343,0.9522279065438123,0.9584445391709254,0.7069375164968184,0.7075497056523438,0.8560867569578293,0.8886602773856073,0.7690989444779156,0.793454834551761,0.9525232128740563,0.9717971342904036,0.8022960054077118,0.8267546107993062
fusiform,0.774659,fusiform L,visual,left,0.9632869965423086,0.9541885521433835,0.8785934948124879,0.8757444440959724,0.8287896388888514,0.8142581137739682,0.8940521016494113,0.8954399471811535,0.9083370951898309,0.9037008312006429,0.7267965053031663,0.7255055319369736,1.0,0.970544764936366,0.9383449320289814,0.9342631719828132,0.9611724295640375,0.927113605516427,0.9016301723133114,0.8971952493980981,0.9191158346761329,0.9136000671011648,0.9124158701052029,0.907134375155923,0.7832191681305548,0.7791512631351963,0.9340626587288035,0.9322287791905333,0.7749168333237115,0.7723550878878915,0.9389420925820605,0.9206753271415915,0.8242541419786075,0.8155123998015086,0.9638052766590495,0.9536928454117185,0.8558282250722898,0.8441960523666842,0.7858144448333871,0.7635123225153756,0.8239053471029245,0.8028430786851598,0.88683607689994,0.8863729790514132,0.8696052571960403,0.8637009306866258,0.8751442446179034,0.8736393883020891,0.8414402491272607,0.8297414790980698,0.9243999901000793,0.9197744207388304,0.8077302830256772,0.8049637261165549,0.7693316025301796,0.7545935540644777,0.7886418108585167,0.7766061498992072,0.8915298754922081,0.8876466917235634,0.9298142080104714,0.906440678383617,0.9181468418343489,0.9111690374526848,0.858113683405966,0.8187556259114076,0.9472572624807952,0.9378625009653122
fusiform,0.764573,fusiform R,visual,right,0.9503968398404529,0.9669357810966877,0.89420198191203,0.8924074815565601,0.8481999575673701,0.8387786242418814,0.8776608850903238,0.8806644783486832,0.9257105709981569,0.9233332080355252,0.7665372610658078,0.7648933130348134,0.970544764936366,1.0,0.9269725581358506,0.9349973212306488,0.9576020195200018,0.9543661936834451,0.917894164159475,0.9210625787903266,0.9231265009574774,0.9199958936250434,0.8919554808218665,0.8983987333896064,0.8171978724100943,0.8154324100398903,0.9184832935902226,0.9239586938195228,0.8103398420559293,0.8080934996317091,0.9433547149427219,0.9442186509081707,0.8365883829340172,0.8291565775368146,0.9672930044163655,0.9674618463062988,0.8755833366362248,0.8711223482921561,0.8186013689892532,0.8008960862595221,0.850361924158164,0.8353503907304225,0.8697399701885411,0.8722130209794585,0.8770441351214456,0.877791072593279,0.8875463170226621,0.8866838434975237,0.8545373613296035,0.8488886120933243,0.9194951481260033,0.9195959467596238,0.8382716584262212,0.8355567433197616,0.8029499441880417,0.7912380864275591,0.8174198604624417,0.8072303908662571,0.8860353662919512,0.8858593994916937,0.9359274455206488,0.9271101523871421,0.9154672311727939,0.9193141259251993,0.8810514689798921,0.8515411131924717,0.9459871041698951,0.9507262190688807
inferior parietal,0.815286,inferiorparietal L,dmn,left,0.9500356380360547,0.9434980774885041,0.8766134515450019,0.8728987059432127,0.8363236797044173,0.8183786567422154,0.9177947539354353,0.9214580016334487,0.8678909528549007,0.8630722363146945,0.7033444815162594,0.7013305876434649,0.9383449320289814,0.9269725581358506,1.0,0.9689330631010729,0.9136629086974336,0.8901467856685744,0.881108352267309,0.8761349716337694,0.9450620526431089,0.9375667247082581,0.9035438876510752,0.8967580037568631,0.7590987308087443,0.7544509200754734,0.9200056391835394,0.9175823350573591,0.7525967826331464,0.7508463658923251,0.9080780381546955,0.8943446494641101,0.8544022267926235,0.8419459513199289,0.9221725547977719,0.9122236941920477,0.8459332924362591,0.8332230714988699,0.7595149434216834,0.7401281542880771,0.803435600350535,0.7847691332934121,0.8872614969873855,0.8865531393833467,0.9006346618083336,0.8895268421448161,0.8842526362868651,0.8801259780632349,0.8599020935359344,0.8449933083490051,0.9605892462621857,0.9574970872254448,0.7948316558136292,0.7921117737525343,0.7503417290155133,0.7351275004009485,0.7794776580598846,0.7658415514204676,0.9538573616742347,0.9479316973885827,0.9085051794418294,0.8871408759755798,0.9526221596924459,0.9364184139743932,0.8191235281319561,0.7858067234267323,0.9375025419977423,0.9265372886876091
inferior parietal,0.793333,inferiorparietal R,dmn,right,0.9464206789901273,0.9551252968259729,0.8886135399437395,0.8861617550528029,0.8501465018603289,0.8359719335828009,0.9045378686467144,0.9113711901124807,0.8784182957151453,0.8767505842060243,0.7253097169288936,0.723521292150441,0.9342631719828132,0.9349973212306488,0.9689330631010729,1.0,0.9168997765920844,0.9046499502269485,0.8915803210708553,0.8915828904910693,0.9476730253168353,0.9437373001473409,0.8861842256714783,0.8912457307788927,0.7780302525826545,0.7749911973831106,0.908590655819735,0.9132750372179838,0.7722488365658946,0.7710119281434169,0.9132742054400413,0.9087768326803728,0.8641270315423869,0.8532774168405844,0.9273325254843949,0.9226053999265071,0.8588388201125284,0.851426434200092,0.7786668052492767,0.7616576928140237,0.8193457053236155,0.8051244763361346,0.871556532201605,0.8764897115810416,0.9072048031239893,0.9052066490535267,0.8949861341277763,0.8913780258147896,0.869984331360047,0.8612698177866459,0.9562301046274998,0.9576266744024563,0.8129054445921307,0.8105708782229069,0.7699089253960991,0.7565096362606415,0.7975637493514932,0.7845775123055077,0.9468182926297295,0.9506716750325547,0.9145807650291276,0.9025113696949197,0.9499935093839813,0.9542179608693937,0.8336339412149751,0.8042907258703879,0.9393449063356463,0.9383340445776193
inferior temporal,0.789732,inferiortemporal L,limbic,left,0.9639916200458613,0.9577500522754337,0.931808755221458,0.930589396290415,0.8966561281645314,0.8897446528132241,0.8317749055602504,0.8329973615233982,0.9654447202821677,0.9599402292869712,0.8378719334938107,0.8369161431639995,0.9611724295640375,0.9576020195200018,0.9136629086974336,0.9168997765920844,1.0,0.9741127971567611,0.9609459554199407,0.9552456075477238,0.933151248386487,0.9316641877556133,0.8434812108176726,0.8351811794663696,0.8820278055753146,0.878220039017685,0.8789585936609909,0.8813480270625329,0.874212914757446,0.872466336025417,0.9870502539418997,0.9709489425495209,0.8649744135356443,0.8604984788512947,0.9792832299270127,0.975869622660129,0.9285205386203237,0.9201836481083575,0.8868038947646966,0.8688313979889245,0.9119489242277597,0.8967253075405599,0.8207371380901091,0.822215542251913,0.9034789584981862,0.9054998653462165,0.9140533530107786,0.9146593059319341,0.8941649104522021,0.8908899397079466,0.9076216694852532,0.9043680879668178,0.89622869258054,0.8939150329215245,0.8725982066360386,0.8606289325862543,0.876744048157712,0.8687611632830866,0.874585927166467,0.8709760065653976,0.9745656651976696,0.9611411852757344,0.9299801906657101,0.9282530783164628,0.9374235683176808,0.9098147827919879,0.96492395467479,0.9625789826544712
inferior temporal,0.773366,inferiortemporal R,limbic,right,0.9336685048285923,0.9550958432075413,0.942466148128941,0.9432153247744379,0.9149164765751168,0.9149184598573902,0.8025986858497035,0.8047924720010583,0.9735467515758102,0.9775276938894683,0.886492796410851,0.8855593466233772,0.927113605516427,0.9543661936834451,0.8901467856685744,0.9046499502269485,0.9741127971567611,1.0,0.970560502724834,0.9774140515076782,0.9284702720462523,0.9295353701449577,0.8105164266300107,0.8037587345478225,0.9213853807640024,0.921545918198552,0.8529463985929138,0.8567838207564097,0.915615699011144,0.9150547181765453,0.9745615353892328,0.9897840190136943,0.8737459363001836,0.871733137527333,0.9658615016771618,0.976389315244998,0.9453180154923811,0.9479671624858856,0.9239819515102832,0.9138023914374411,0.9393626120211035,0.9334858895602922,0.7924154202876674,0.7951574159822878,0.904784820385628,0.9160118623383118,0.9206783799444109,0.9225557032168358,0.9035418845944714,0.90962704268376,0.8928576804787042,0.8927850907486571,0.9301515301993535,0.9282787088396184,0.9117368358153729,0.9041815680824867,0.9086652886723892,0.9033163403184297,0.8606305753539114,0.8588328067407281,0.968801378117847,0.976331816797366,0.9163861256649312,0.927348568549342,0.9589488030654284,0.9463246751791915,0.9512831533723513,0.9631919371470521
insula,0.776401,insula L,ventral_attention,left,0.9158153741036148,0.9282547884308017,0.9702138293498785,0.9706754300255312,0.9542694063333501,0.9532393964185673,0.7863472480854419,0.788573584851355,0.9832071010928657,0.9795539132297398,0.9164768014568209,0.9148427185787842,0.9016301723133114,0.917894164159475,0.881108352267309,0.8915803210708553,0.9609459554199407,0.970560502724834,1.0,0.9856967009109516,0.9456887779091152,0.9472951517693174,0.7871477534064968,0.7745994588735131,0.9526284892204532,0.9461938750893767,0.8357564853954768,0.8378538072133318,0.9459691490932323,0.9448983221115975,0.9684505757734594,0.9697340167840645,0.9122529294441966,0.9113765553578942,0.954318883591204,0.9616281724109377,0.9810762230180913,0.9725840750773425,0.9525336540543393,0.9403715735179788,0.9705726354175619,0.9604795336127888,0.7740197807505618,0.7765408442702675,0.9340292368657676,0.9403465486768495,0.9524719723318643,0.9541136631744669,0.9435114290287118,0.9455733125851731,0.8953677397682511,0.8947209172257672,0.9620779853650949,0.960333733943852,0.9461388345835862,0.9369182918977454,0.9473225353085362,0.9414904360211329,0.8692185500405284,0.8662142369374344,0.972540986456659,0.9737597076393999,0.9248968642508784,0.9306280982021148,0.9744017119939703,0.9612024663302081,0.9520339514902829,0.957156504532903
insula,0.793897,insula R,ventral_attention,right,0.9081970435208891,0.9314016018027732,0.9691828371526177,0.9706116721460392,0.951384301869493,0.9542875610149353,0.7818533654533817,0.784892733665863,0.9789382243673405,0.9849639205506523,0.9231766282585578,0.9220083012381879,0.8971952493980981,0.9210625787903266,0.8761349716337694,0.8915828904910693,0.9552456075477238,0.9774140515076782,0.9856967009109516,1.0,0.940778194802547,0.9442844018300013,0.7822306295950378,0.7719358333808325,0.9531263028172403,0.9544743829401132,0.8315685839054661,0.8350724477846643,0.9495754303558791,0.9495820472248707,0.9621692783785712,0.9754584425830672,0.9094179778881166,0.9087085338085826,0.9511763756804916,0.9631199422802335,0.9740610566147662,0.9793842140949574,0.9543421996237934,0.9471126617522719,0.9690140655866638,0.9658431159367493,0.7696024842800016,0.7728133295566871,0.9272599903666238,0.9419507147000373,0.9485828102882826,0.9511082796407087,0.9368442976191549,0.946826302632683,0.8913243239922622,0.8915433720831257,0.9644399837625887,0.9633076190782457,0.9488855250127887,0.9427135405553594,0.9491346963715543,0.9442260418563408,0.8641257333592367,0.8629004624829217,0.9661276236851615,0.9792327441907096,0.9178456374193055,0.9322634977065433,0.9745057997491698,0.9673988511762173,0.9445267064192633,0.9598144379920103
isthmus cingulate,0.831538,isthmuscingulate L,dmn,left,0.9356105735832487,0.943375128998191,0.9588845797138916,0.9568864026811829,0.9280480204587328,0.9149303730727368,0.8688711793599424,0.8730072787707177,0.9270123208506389,0.9236077450204301,0.8098538346060086,0.8074770124182571,0.9191158346761329,0.9231265009574774,0.9450620526431089,0.9476730253168353,0.933151248386487,0.9284702720462523,0.9456887779091152,0.940778194802547,1.0,0.9925851586387765,0.8464309538238801,0.8419598151628217,0.8562891575611293,0.8516550526032151,0.8861285461627977,0.887721229021172,0.8519055680573134,0.8519904654694243,0.937652394679806,0.9335163127318541,0.9356188859827682,0.9265681053940901,0.94375346339342,0.9416212901858562,0.9313147147195525,0.9212868539188547,0.8589363286331871,0.8431774656664345,0.8982715134678831,0.8839691881525381,0.8388208410105832,0.8419543770476741,0.9549792428734479,0.9531574234848456,0.9567287816159258,0.9535437392152247,0.9405714760258574,0.9326809470712158,0.9677647701522457,0.9685841754837335,0.8954903901824733,0.8944218282363671,0.8575574192895696,0.843839646273145,0.8864962683867151,0.8738671764283871,0.9485440475832844,0.9449805387678469,0.9484831066782502,0.9414117535390844,0.9630727336015312,0.9610081060105203,0.8954955870596804,0.8736620811768019,0.9580131522277051,0.9579216515799361
isthmus cingulate,0.810737,isthmuscingulate R,dmn,right,0.9310092523258746,0.9411048521222742,0.9610753729134438,0.9596661555059506,0.9337425421685407,0.9221274286100622,0.8554157291298382,0.8614633971379645,0.9279393507983477,0.9261512889457656,0.8197094495717981,0.8172158235722321,0.9136000671011648,0.9199958936250434,0.9375667247082581,0.9437373001473409,0.9316641877556133,0.9295353701449577,0.9472951517693174,0.9442844018300013,0.9925851586387765,1.0,0.8341667758833369,0.8295616281038651,0.8645779059836051,0.8597757984662439,0.8750601737822759,0.8777602827981632,0.8607021883850086,0.8602820117030812,0.9369777890933239,0.934731232528521,0.942789872405727,0.9343600683770465,0.9413939223994089,0.9406336899328682,0.9362864345884787,0.9277956626489193,0.866847432771426,0.8520040661685669,0.9048777188773516,0.8919876310006642,0.8258919990017284,0.8292841786730284,0.9578432662668076,0.9574696187927437,0.9617326921371706,0.958309880645108,0.946198141110198,0.9399286049484823,0.9629215077709867,0.9645747447365284,0.9029708329936761,0.9020181531986738,0.8663378726927795,0.8529955612624065,0.8943946221999848,0.8821941746191376,0.9439220247491173,0.9418950723034976,0.948391665074216,0.943581173819308,0.9608041409378655,0.9612099990974651,0.8999147418160401,0.879113495615052,0.9552984469716137,0.9579487236542309
lateral occipital,0.757207,lateraloccipital L,visual,left,0.8707744373579095,0.8640844401699795,0.769921167385883,0.765444188253041,0.7087858337023595,0.6918207370224885,0.9587621887798964,0.9537670441418223,0.7946070859872403,0.7883306408772931,0.592725445341188,0.5909657053202008,0.9124158701052029,0.8919554808218665,0.9035438876510752,0.8861842256714783,0.8434812108176726,0.8105164266300107,0.7871477534064968,0.7822306295950378,0.8464309538238801,0.8341667758833369,1.0,0.9680373119255724,0.6518461760908889,0.6481338891728966,0.9705641121458273,0.9633016876114104,0.6436718080642423,0.6403824104751055,0.8201598469957696,0.8012193191126291,0.727979894434623,0.7157410217435937,0.8620385159379362,0.8471225288951741,0.7321126013233519,0.7185889878402872,0.6513735527561602,0.6285888074238818,0.6920379240629424,0.6700957750418781,0.9702282182557859,0.9617134685558497,0.7690047509581391,0.7599102972712903,0.7730567196766261,0.7706737104666869,0.7286912144366352,0.71376869202582,0.8939270855986343,0.8874103979244347,0.6783173107925258,0.6747171332125507,0.6334980702686233,0.618494113233311,0.6608653922288039,0.6476270880278672,0.8642484216722386,0.8599821032247453,0.8115890176672848,0.784729124433352,0.8295909347309267,0.8192092173047713,0.7315206720048958,0.6891927213783008,0.8475311641685158,0.8342438798810341
lateral occipital,0.7429,lateraloccipital R,visual,right,0.8681143151253006,0.8653831797347169,0.7604686661238315,0.7557726984644015,0.6972304538514389,0.6789513568901483,0.9537982838612465,0.9516173561401079,0.7828845542493736,0.7767868946325863,0.570661717991648,0.5689995814823205,0.907134375155923,0.8983987333896064,0.8967580037568631,0.8912457307788927,0.8351811794663696,0.8037587345478225,0.7745994588735131,0.7719358333808325,0.8419598151628217,0.8295616281038651,0.9680373119255724,1.0,0.6314110651377154,0.6285517163284432,0.9571720446437028,0.9659322180701007,0.6237770328823217,0.620714598659514,0.8120557079235456,0.7955361735120002,0.7198909614306054,0.7070789597208076,0.8580968619245303,0.8426724857889832,0.718336417194462,0.7055866458819369,0.6319000468711348,0.6087794379579181,0.6750888305299162,0.6533593482090585,0.9567011522149981,0.962088741972631,0.763068805859803,0.7526862093019985,0.7658715777212101,0.7625830413485362,0.7206898944500373,0.7035440994937648,0.8872657308636098,0.8863551532607625,0.6619269619825998,0.6584200110709918,0.614069013726912,0.5988980132352498,0.6449946455895005,0.630814538188948,0.8584820173634102,0.857678674884906,0.8041282737016743,0.777300244138199,0.8254421828666586,0.8176285181592502,0.715072968318394,0.6717978750576519,0.8427806512408502,0.8318225195402585
lateral orbitofrontal,0.705551,lateralorbitofrontal L,limbic,left,0.7990982442982938,0.8264015870776781,0.9237053402781822,0.9280838965504404,0.9271734988579173,0.9432923127943728,0.6503312304728969,0.6525020780482039,0.9400588876264329,0.9443686054803737,0.9861170241719763,0.9849345688835983,0.7832191681305548,0.8171978724100943,0.7590987308087443,0.7780302525826545,0.8820278055753146,0.9213853807640024,0.9526284892204532,0.9531263028172403,0.8562891575611293,0.8645779059836051,0.6518461760908889,0.6314110651377154,1.0,0.9932744982255776,0.7077081181750355,0.7106937817837679,0.9955217323018126,0.9941250775080451,0.8971607211398201,0.9164124377471553,0.8571531644587421,0.8633441860494834,0.8625331818104162,0.8844224901401615,0.957312459363348,0.9616236948218965,0.9915199939636047,0.989128519728694,0.9793013006362742,0.9811619736162125,0.642373851658201,0.6456419848716484,0.8586110666456925,0.8816570277226438,0.8922783368886407,0.8980670261060519,0.8918798776637362,0.9125735037644775,0.7838968365925045,0.7848609651976505,0.9855853053318384,0.9839086665516523,0.9863906305508142,0.9853155789632858,0.9630244258828465,0.9659919966609951,0.7603045899408273,0.7597007955113904,0.9009362906552344,0.9242174792452513,0.8211563911044437,0.8403830115363554,0.9758830079520913,0.9837828031302075,0.8543002684098334,0.8734555812908406
lateral orbitofrontal,0.725314,lateralorbitofrontal R,limbic,left,0.7942899549172187,0.8239860104358134,0.9201740650322421,0.9249644122141392,0.9223916587600892,0.9407138879061351,0.6472729490569002,0.6489573408650956,0.9368334135825604,0.9440581385741081,0.9874021018891832,0.9878269808799301,0.7791512631351963,0.8154324100398903,0.7544509200754734,0.7749911973831106,0.878220039017685,0.921545918198552,0.9461938750893767,0.9544743829401132,0.8516550526032151,0.8597757984662439,0.6481338891728966,0.6285517163284432,0.9932744982255776,1.0,0.7047002777859591,0.7078843396246784,0.9943813275860013,0.9950896886196705,0.8929606216848897,0.9166003457529016,0.852179074071941,0.8583822816058572,0.8591119470372178,0.8825668378154182,0.9506497279136128,0.9618462373408438,0.9876211212411332,0.9930749248859633,0.9737616942057887,0.9831693786396161,0.6396882705716024,0.6426763616179663,0.8524418008629784,0.8784808321866565,0.8869935269464715,0.893163461402203,0.8856273251334912,0.9093965433105469,0.7792491398782145,0.7806572980733557,0.983745167220108,0.9829838521839812,0.9844304111878295,0.9874990467136763,0.9611355657133973,0.9643255292898563,0.7550520484524973,0.7552217420756853,0.8957685824005592,0.9246448066209911,0.8155265476249672,0.8372225855874851,0.9725893965983515,0.9870417991247735,0.8487170834687344,0.8718632868411871
lingual,0.801805,lingual L,visual,right,0.8974687207558357,0.8956695703237761,0.8193310379607072,0.8157284029656433,0.7607452786236952,0.746157819616307,0.9551270467279843,0.9527695110628983,0.8406404910216577,0.8362880422945612,0.6499646199602216,0.6482751333720219,0.9340626587288035,0.9184832935902226,0.9200056391835394,0.908590655819735,0.8789585936609909,0.8529463985929138,0.8357564853954768,0.8315685839054661,0.8861285461627977,0.8750601737822759,0.9705641121458273,0.9571720446437028,0.7077081181750355,0.7047002777859591,1.0,0.9804472908579894,0.6999381269828321,0.6973707826488477,0.8603137526084758,0.845763207640029,0.7724814043511326,0.7625590634784865,0.8982139350965302,0.8887796644421729,0.7845410269744102,0.772696400564754,0.708224110714531,0.6864594687528365,0.7475922203038218,0.7272488991797961,0.976189280280234,0.9652915471813627,0.8114489111156025,0.8047219385525962,0.819925864687172,0.8185453637176792,0.7766185469974078,0.7643914819447412,0.9220255829622581,0.9145775029752632,0.735244130948592,0.7321307169499659,0.6920578458493605,0.676838698768348,0.7168859518300279,0.7040516094756192,0.885025838230056,0.8810223118879681,0.8560754349179204,0.8344266663802816,0.862351197530497,0.8550620562056176,0.7839960480583503,0.7447092516919365,0.8857870965152802,0.8761068324130474
lingual,0.792006,lingual R,visual,left,0.8982449570683967,0.9002439767685898,0.823149351976903,0.8193664623066228,0.7648628844908318,0.7500536112561805,0.9543483836471859,0.9526889135207163,0.8432808207058677,0.8380915882896909,0.6529567072738974,0.6513119445529402,0.9322287791905333,0.9239586938195228,0.9175823350573591,0.9132750372179838,0.8813480270625329,0.8567838207564097,0.8378538072133318,0.8350724477846643,0.887721229021172,0.8777602827981632,0.9633016876114104,0.9659322180701007,0.7106937817837679,0.7078843396246784,0.9804472908579894,1.0,0.7031136282754891,0.7004403359163137,0.862847925971503,0.8494620223831427,0.7758398840410787,0.7651335691248252,0.9023256066958617,0.8896587836448706,0.787544888071691,0.7762566323011834,0.7112192720957712,0.6894966548559633,0.7502748339400092,0.7304774547511184,0.964858878033866,0.9735428509818874,0.8137245614028987,0.8076019290940337,0.8239270316564652,0.8217669191143482,0.7803255701708255,0.7682123732201325,0.9186947869098457,0.9172895779661789,0.7390260210551558,0.7358487908822812,0.6953640472655849,0.6802561113332083,0.7206105258067372,0.7078492310427115,0.8841873837735809,0.8841696566104378,0.8585998561020303,0.8369948666373092,0.8627790604494283,0.8573605413768793,0.7859964721209942,0.7472668994175237,0.8861655019142098,0.8790587992223873
medial orbitofrontal,0.720859,medialorbitofrontal L,limbic,right,0.7907871127368816,0.8192166570102486,0.9197296262556814,0.9245481270765558,0.9225188521055157,0.9402904803117597,0.6436238720984057,0.645884911038908,0.934128602676265,0.9396621201689075,0.9888478954517527,0.9874072357649929,0.7749168333237115,0.8103398420559293,0.7525967826331464,0.7722488365658946,0.874212914757446,0.915615699011144,0.9459691490932323,0.9495754303558791,0.8519055680573134,0.8607021883850086,0.6436718080642423,0.6237770328823217,0.9955217323018126,0.9943813275860013,0.6999381269828321,0.7031136282754891,1.0,0.998039157630971,0.8895046142298495,0.9103340758939938,0.8541464495049684,0.8607392494435334,0.8550907090377865,0.8781737883604417,0.9509186210203682,0.9578522925794373,0.9866029326090038,0.9883237832479995,0.9731838002836969,0.9789015230486655,0.6346177618641534,0.6377767454446326,0.8529185122966214,0.8773162099636146,0.8881906688870329,0.8942540957938563,0.8866967965614314,0.9090392990306078,0.7778590182296413,0.7792248438345322,0.9882142093615414,0.9863707711821436,0.9843893697290313,0.985374236974213,0.961770296190991,0.9654194983716201,0.7550213516726476,0.7551687307734,0.8933197363477225,0.9189381379581442,0.8146899309660911,0.8348121980332649,0.9714617623260182,0.982521024209087,0.8461184494099842,0.8669370705258975
medial orbitofrontal,0.711759,medialorbitofrontal R,limbic,left,0.7893319778158191,0.8181877538224529,0.9205612446119393,0.925512905324765,0.9235397079918417,0.9417128761454684,0.6412879676811594,0.6435695314591109,0.9328769811151435,0.9386747587263151,0.988720439530686,0.9882938911956223,0.7723550878878915,0.8080934996317091,0.7508463658923251,0.7710119281434169,0.872466336025417,0.9150547181765453,0.9448983221115975,0.9495820472248707,0.8519904654694243,0.8602820117030812,0.6403824104751055,0.620714598659514,0.9941250775080451,0.9950896886196705,0.6973707826488477,0.7004403359163137,0.998039157630971,1.0,0.888213486955546,0.9104246799151546,0.8554809326529949,0.8618016477707242,0.8538144981985621,0.8769726260187268,0.950674510362726,0.9586754577423438,0.9863432699571848,0.9890074372659174,0.9732140129640615,0.9798081976917978,0.6317883812112232,0.6350243467502754,0.8529368297388903,0.8782947896157934,0.8888537073128882,0.894776835974625,0.887138042298034,0.9104561685590946,0.7763777173908846,0.7782549140431799,0.989204281566278,0.987961274929796,0.984874882381227,0.9865485652340635,0.9634790840100407,0.966263836928715,0.7539092183721499,0.7544196072831848,0.8920315946221563,0.9193697182878457,0.8140313092692772,0.834885584068114,0.9692602490714877,0.9833116249742105,0.8449388119288423,0.866832416509785
